,ratio,rndint,dataset,learning_rate,epoch,mape,r2
2870,0.75,390.0,Sobol1,0.001,317.0,0.1045,-0.0434
2871,0.75,999.0,Grid1296,0.001,195.0,0.1072,-0.0012
2872,0.75,794.0,Sobol2,0.001,239.0,0.1052,-0.0195
2873,0.75,272.0,Grid1296,0.001,248.0,0.106,0.0085
2874,0.75,936.0,Grid1296,0.001,152.0,0.1067,0.0311
2875,0.75,111.0,Grid2401,0.001,194.0,0.1161,-0.021
2876,0.75,111.0,Grid1296,0.001,182.0,0.1069,0.031
2877,0.75,816.0,Grid1296,0.001,197.0,0.1056,0.017
2878,0.75,829.0,Sobol2,0.001,463.0,0.107,-0.0586
2879,0.75,854.0,Sobol1,0.001,889.0,0.1028,-0.0335
2880,0.75,48.0,Grid1296,0.001,272.0,0.1064,0.0018
2881,0.75,272.0,Sobol2,0.001,223.0,0.1034,0.0133
2882,0.75,829.0,Grid2401,0.001,141.0,0.1235,-0.1126
2883,0.75,986.0,Grid1296,0.001,983.0,0.1059,0.0005
2884,0.75,986.0,Sobol2,0.001,761.0,0.107,-0.0633
2885,0.75,996.0,Grid1296,0.001,324.0,0.108,-0.0255
2886,0.75,633.0,Sobol1,0.001,252.0,0.1031,-0.0228
2887,0.75,16.0,Grid2401,0.001,427.0,0.1195,-0.1053
2888,0.75,996.0,Grid2401,0.001,183.0,0.1252,-0.1165
2889,0.75,272.0,Sobol1,0.001,378.0,0.1019,-0.0147
2890,0.75,996.0,Sobol2,0.001,520.0,0.1061,-0.045
2891,0.75,16.0,Grid1296,0.001,195.0,0.1069,-0.0066
2892,0.75,794.0,Sobol1,0.001,406.0,0.1022,0.0011
2893,0.75,936.0,Grid2401,0.001,108.0,0.1186,-0.0521
2894,0.75,930.0,Sobol1,0.001,722.0,0.1044,-0.05
2895,0.75,111.0,Sobol1,0.001,426.0,0.1014,-0.0084
2896,0.75,936.0,Sobol2,0.001,700.0,0.107,-0.0743
2897,0.75,816.0,Grid2401,0.001,138.0,0.1162,-0.0554
2898,0.75,968.0,Grid2401,0.001,141.0,0.1198,-0.0688
2899,0.75,48.0,Grid2401,0.001,163.0,0.1198,-0.0727
2900,0.75,48.0,Sobol1,0.001,816.0,0.1033,-0.0285
2901,0.75,390.0,Sobol2,0.001,414.0,0.1047,-0.0263
2902,0.75,986.0,Sobol1,0.001,262.0,0.1022,-0.0009
2903,0.75,986.0,Grid2401,0.001,105.0,0.1161,-0.0065
2904,0.75,390.0,Grid2401,0.001,139.0,0.1181,-0.0331
2905,0.75,829.0,Grid1296,0.001,183.0,0.1099,-0.0247
2906,0.75,759.0,Sobol1,0.001,364.0,0.1025,-0.0291
2907,0.75,930.0,Sobol2,0.001,643.0,0.1056,-0.0534
2908,0.75,669.0,Grid2401,0.001,148.0,0.1188,-0.0607
2909,0.75,669.0,Sobol2,0.001,431.0,0.1061,-0.0368
2910,0.75,759.0,Grid1296,0.001,220.0,0.1082,-0.0105
2911,0.75,530.0,Grid1296,0.001,185.0,0.1081,-0.0097
2912,0.75,999.0,Grid2401,0.001,185.0,0.1196,-0.092
2913,0.75,554.0,Sobol1,0.001,343.0,0.1031,0.0008
2914,0.75,794.0,Grid2401,0.001,106.0,0.1148,-0.0113
2915,0.75,936.0,Sobol1,0.001,343.0,0.1018,-0.0112
2916,0.75,794.0,Grid1296,0.001,714.0,0.107,-0.0121
2917,0.75,759.0,Sobol2,0.001,329.0,0.1046,-0.0331
2918,0.75,816.0,Sobol1,0.001,387.0,0.1032,-0.0096
2919,0.75,111.0,Sobol2,0.001,481.0,0.1062,-0.0432
2920,0.75,968.0,Sobol1,0.001,291.0,0.1036,-0.0304
2921,0.75,928.0,Sobol1,0.001,534.0,0.1034,-0.0193
2922,0.75,816.0,Sobol2,0.001,442.0,0.1047,-0.0279
2923,0.75,968.0,Sobol2,0.001,555.0,0.1063,-0.0495
2924,0.75,968.0,Grid1296,0.001,913.0,0.1073,-0.0328
2925,0.75,633.0,Sobol2,0.001,318.0,0.1053,-0.0233
2926,0.75,48.0,Sobol2,0.001,352.0,0.105,-0.0129
2927,0.75,829.0,Sobol1,0.001,326.0,0.1004,0.0238
2928,0.75,996.0,Sobol1,0.001,233.0,0.1005,0.0239
2929,0.75,272.0,Grid2401,0.001,149.0,0.1183,-0.0552
2930,0.75,930.0,Grid2401,0.001,148.0,0.1169,-0.0373
2931,0.75,593.0,Sobol1,0.001,304.0,0.1042,-0.0159
2932,0.75,390.0,Grid1296,0.001,270.0,0.1065,0.0001
2933,0.75,222.0,Grid1296,0.001,245.0,0.106,0.0206
2934,0.75,222.0,Sobol2,0.001,970.0,0.1062,-0.0651
2935,0.75,725.0,Grid1296,0.001,232.0,0.1102,-0.0489
2936,0.75,35.0,Grid2401,0.001,94.0,0.1138,0.0113
2937,0.75,791.0,Grid1296,0.001,151.0,0.1077,0.0154
2938,0.75,633.0,Grid2401,0.001,114.0,0.1195,-0.0696
2939,0.75,582.0,Grid1296,0.001,203.0,0.1073,-0.0104
2940,0.75,731.0,Sobol2,0.001,348.0,0.1058,-0.0368
2941,0.75,510.0,Grid2401,0.001,132.0,0.1192,-0.0753
2942,0.75,930.0,Grid1296,0.001,428.0,0.1083,-0.0312
2943,0.75,294.0,Sobol2,0.001,472.0,0.1044,-0.0279
2944,0.75,725.0,Sobol2,0.001,865.0,0.1038,-0.0209
2945,0.75,791.0,Grid2401,0.001,264.0,0.118,-0.0725
2946,0.75,791.0,Sobol2,0.001,272.0,0.1028,0.0164
2947,0.75,928.0,Grid2401,0.001,104.0,0.1154,0.0225
2948,0.75,928.0,Grid1296,0.001,204.0,0.1081,-0.016
2949,0.75,562.0,Grid2401,0.001,148.0,0.1191,-0.0307
2950,0.75,731.0,Sobol1,0.001,155.0,0.1042,-0.0194
2951,0.75,35.0,Sobol1,0.001,558.0,0.1027,-0.0227
2952,0.75,249.0,Sobol2,0.001,407.0,0.1063,-0.0484
2953,0.75,510.0,Sobol2,0.001,764.0,0.1074,-0.0812
2954,0.75,78.0,Grid2401,0.001,98.0,0.1142,-0.0005
2955,0.75,35.0,Sobol2,0.001,966.0,0.1044,-0.0182
2956,0.75,294.0,Sobol1,0.001,355.0,0.101,-0.0047
2957,0.75,294.0,Grid2401,0.001,204.0,0.1153,-0.0086
2958,0.75,634.0,Sobol1,0.001,221.0,0.1008,0.0206
2959,0.75,582.0,Sobol1,0.001,288.0,0.1008,0.009
2960,0.75,582.0,Grid2401,0.001,175.0,0.1227,-0.0876
2961,0.75,249.0,Sobol1,0.001,204.0,0.1019,-0.0081
2962,0.75,731.0,Grid1296,0.001,250.0,0.1124,-0.0791
2963,0.75,35.0,Grid1296,0.001,177.0,0.1067,0.0158
2964,0.75,633.0,Grid1296,0.001,210.0,0.1071,-0.0104
2965,0.75,249.0,Grid2401,0.001,228.0,0.1189,-0.0792
2966,0.75,180.0,Grid2401,0.001,119.0,0.1217,-0.0614
2967,0.75,854.0,Sobol2,0.001,992.0,0.1067,-0.0311
2968,0.75,554.0,Grid1296,0.001,289.0,0.1047,0.0197
2969,0.75,222.0,Grid2401,0.001,130.0,0.1216,-0.0863
2970,0.75,562.0,Sobol2,0.001,577.0,0.106,-0.0618
2971,0.75,78.0,Sobol2,0.001,426.0,0.1052,-0.0328
2972,0.75,725.0,Grid2401,0.001,197.0,0.1196,-0.0941
2973,0.75,294.0,Grid1296,0.001,221.0,0.1091,-0.0438
2974,0.75,731.0,Grid2401,0.001,141.0,0.1164,-0.0278
2975,0.75,582.0,Sobol2,0.001,347.0,0.1051,-0.0256
2976,0.75,180.0,Sobol1,0.001,705.0,0.1036,-0.0393
2977,0.75,854.0,Grid2401,0.001,134.0,0.1193,-0.0845
2978,0.75,554.0,Grid2401,0.001,155.0,0.1175,-0.0472
2979,0.75,928.0,Sobol2,0.001,610.0,0.106,-0.0232
2980,0.75,562.0,Sobol1,0.001,261.0,0.1025,-0.0045
2981,0.75,854.0,Grid1296,0.001,297.0,0.1096,-0.0506
2982,0.75,180.0,Sobol2,0.001,436.0,0.1044,-0.0176
2983,0.75,78.0,Sobol1,0.001,271.0,0.1018,-0.0151
2984,0.75,634.0,Sobol2,0.001,217.0,0.1043,-0.001
2985,0.75,554.0,Sobol2,0.001,339.0,0.1054,-0.0426
2986,0.75,222.0,Sobol1,0.001,417.0,0.0997,-0.0021
2987,0.75,562.0,Grid1296,0.001,240.0,0.1071,-0.0093
2988,0.75,78.0,Grid1296,0.001,231.0,0.1054,0.0311
2989,0.75,725.0,Sobol1,0.001,924.0,0.1042,-0.0415
2990,0.75,249.0,Grid1296,0.001,183.0,0.1068,-0.001
2991,0.75,791.0,Sobol1,0.001,298.0,0.1013,0.0025
2992,0.75,510.0,Sobol1,0.001,240.0,0.1011,-0.0114
2993,0.75,593.0,Sobol2,0.001,433.0,0.1044,-0.0349
2994,0.75,634.0,Grid2401,0.001,137.0,0.12,-0.0716
2995,0.75,634.0,Grid1296,0.001,354.0,0.1054,0.008
2996,0.75,593.0,Grid2401,0.001,137.0,0.1187,-0.0787
2997,0.75,180.0,Grid1296,0.001,363.0,0.1065,-0.0137
2998,0.75,510.0,Grid1296,0.001,187.0,0.1071,-0.0026
2999,0.75,593.0,Grid1296,0.001,220.0,0.1055,0.0333
3000,0.8,171.0,Sobol1,0.001,695.0,0.1061,-0.0457
3001,0.8,678.0,Grid2401,0.001,137.0,0.1194,-0.0889
3002,0.8,75.0,Grid2401,0.001,142.0,0.1194,-0.0944
3003,0.8,237.0,Sobol1,0.001,272.0,0.1059,-0.0251
3004,0.8,237.0,Grid2401,0.001,445.0,0.123,-0.1633
3005,0.8,951.0,Grid1296,0.001,202.0,0.1071,-0.0171
3006,0.8,951.0,Sobol2,0.001,366.0,0.1052,-0.0269
3007,0.8,490.0,Grid1296,0.001,327.0,0.1077,-0.032
3008,0.8,297.0,Sobol1,0.001,447.0,0.1056,-0.0256
3009,0.8,711.0,Sobol1,0.001,403.0,0.1049,-0.0157
3010,0.8,678.0,Sobol1,0.001,248.0,0.103,0.0128
3011,0.8,530.0,Grid1296,0.001,185.0,0.1054,0.0359
3012,0.8,678.0,Grid1296,0.001,297.0,0.1055,0.0189
3013,0.8,171.0,Sobol2,0.001,535.0,0.1063,-0.0412
3014,0.8,237.0,Sobol2,0.001,978.0,0.1064,-0.042
3015,0.8,75.0,Grid1296,0.001,208.0,0.1063,0.0068
3016,0.8,951.0,Sobol1,0.001,495.0,0.1041,-0.006
3017,0.8,490.0,Sobol2,0.001,989.0,0.1103,-0.0779
3018,0.8,395.0,Grid2401,0.001,143.0,0.1152,-0.0274
3019,0.8,721.0,Grid2401,0.001,103.0,0.1175,-0.0205
3020,0.8,147.0,Grid1296,0.001,234.0,0.1065,-0.0
3021,0.8,147.0,Sobol1,0.001,312.0,0.1044,-0.0294
3022,0.8,588.0,Sobol2,0.001,894.0,0.106,-0.065
3023,0.8,951.0,Grid2401,0.001,125.0,0.1139,-0.0197
3024,0.8,395.0,Sobol2,0.001,730.0,0.1059,-0.0447
3025,0.8,877.0,Grid1296,0.001,357.0,0.1097,-0.0407
3026,0.8,16.0,Sobol1,0.001,320.0,0.1043,0.0009
3027,0.8,561.0,Sobol1,0.001,251.0,0.1059,-0.0377
3028,0.8,877.0,Sobol1,0.001,920.0,0.103,-0.003
3029,0.8,297.0,Grid2401,0.001,108.0,0.1139,0.016
3030,0.8,75.0,Sobol2,0.001,991.0,0.1092,-0.0706
3031,0.8,588.0,Sobol1,0.001,259.0,0.105,-0.0214
3032,0.8,588.0,Grid2401,0.001,153.0,0.1206,-0.096
3033,0.8,490.0,Sobol1,0.001,667.0,0.1061,-0.0503
3034,0.8,395.0,Sobol1,0.001,344.0,0.1046,-0.0144
3035,0.8,877.0,Grid2401,0.001,182.0,0.1157,-0.0504
3036,0.8,75.0,Sobol1,0.001,327.0,0.105,-0.0336
3037,0.8,147.0,Grid2401,0.001,143.0,0.1172,-0.0655
3038,0.8,669.0,Sobol2,0.001,416.0,0.1057,-0.0202
3039,0.8,877.0,Sobol2,0.001,418.0,0.1053,-0.0296
3040,0.8,721.0,Sobol1,0.001,262.0,0.1031,0.0126
3041,0.8,16.0,Grid2401,0.001,102.0,0.1168,-0.0333
3042,0.8,147.0,Sobol2,0.001,485.0,0.1059,-0.045
3043,0.8,297.0,Grid1296,0.001,180.0,0.103,0.1052
3044,0.8,985.0,Grid2401,0.001,103.0,0.1153,-0.0407
3045,0.8,561.0,Grid2401,0.001,190.0,0.1212,-0.0941
3046,0.8,395.0,Grid1296,0.001,193.0,0.1076,-0.0159
3047,0.8,297.0,Sobol2,0.001,381.0,0.1049,-0.0058
3048,0.8,985.0,Grid1296,0.001,173.0,0.1061,0.0095
3049,0.8,561.0,Sobol2,0.001,319.0,0.106,-0.0371
3050,0.8,561.0,Grid1296,0.001,827.0,0.1046,0.0128
3051,0.8,237.0,Grid1296,0.001,264.0,0.1105,-0.0555
3052,0.8,588.0,Grid1296,0.001,277.0,0.1049,0.0229
3053,0.8,16.0,Sobol2,0.001,466.0,0.1068,-0.051
3054,0.8,490.0,Grid2401,0.001,130.0,0.1186,-0.0591
3055,0.8,721.0,Grid1296,0.001,217.0,0.1062,0.0106
3056,0.8,721.0,Sobol2,0.001,388.0,0.1052,-0.0324
3057,0.8,16.0,Grid1296,0.001,291.0,0.1049,0.0333
3058,0.8,678.0,Sobol2,0.001,780.0,0.1072,-0.0753
3059,0.8,711.0,Sobol2,0.001,298.0,0.105,-0.0122
3060,0.8,711.0,Grid1296,0.001,177.0,0.1055,0.0183
3061,0.8,171.0,Grid1296,0.001,177.0,0.1051,0.0461
3062,0.8,711.0,Grid2401,0.001,406.0,0.1216,-0.154
3063,0.8,985.0,Sobol2,0.001,366.0,0.1045,-0.0033
3064,0.8,669.0,Sobol1,0.001,262.0,0.1031,0.0037
3065,0.8,985.0,Sobol1,0.001,574.0,0.106,-0.0292
3066,0.8,930.0,Sobol2,0.001,593.0,0.1064,-0.0739
3067,0.8,171.0,Grid2401,0.001,212.0,0.1142,-0.03
3068,0.8,816.0,Sobol2,0.001,996.0,0.1057,-0.0447
3069,0.8,968.0,Grid1296,0.001,187.0,0.1081,-0.0284
3070,0.8,829.0,Sobol1,0.001,398.0,0.1029,-0.0055
3071,0.8,829.0,Grid1296,0.001,268.0,0.1034,0.0493
3072,0.8,930.0,Sobol1,0.001,586.0,0.1065,-0.0468
3073,0.8,530.0,Grid2401,0.001,560.0,0.1188,-0.1012
3074,0.8,48.0,Sobol1,0.001,362.0,0.1059,-0.0272
3075,0.8,48.0,Grid2401,0.001,506.0,0.1183,-0.0874
3076,0.8,996.0,Grid2401,0.001,139.0,0.1199,-0.0799
3077,0.8,759.0,Grid2401,0.001,127.0,0.1174,-0.0921
3078,0.8,999.0,Grid2401,0.001,143.0,0.1204,-0.1057
3079,0.8,794.0,Sobol1,0.001,415.0,0.1056,-0.0268
3080,0.8,999.0,Grid1296,0.001,249.0,0.1075,-0.0231
3081,0.8,562.0,Sobol1,0.001,311.0,0.1051,-0.0203
3082,0.8,794.0,Grid2401,0.001,106.0,0.1116,0.0379
3083,0.8,930.0,Grid1296,0.001,212.0,0.1017,0.0839
3084,0.8,936.0,Sobol1,0.001,940.0,0.1047,-0.0177
3085,0.8,111.0,Sobol1,0.001,321.0,0.1042,-0.0195
3086,0.8,816.0,Grid1296,0.001,327.0,0.1073,-0.021
3087,0.8,986.0,Grid1296,0.001,257.0,0.1054,0.0048
3088,0.8,829.0,Sobol2,0.001,348.0,0.1071,-0.0435
3089,0.8,759.0,Sobol2,0.001,325.0,0.1047,-0.0318
3090,0.8,936.0,Grid1296,0.001,223.0,0.1056,0.0216
3091,0.8,816.0,Sobol1,0.001,427.0,0.1054,-0.0262
3092,0.8,111.0,Grid2401,0.001,134.0,0.1176,-0.0737
3093,0.8,111.0,Grid1296,0.001,317.0,0.1094,-0.0514
3094,0.8,48.0,Grid1296,0.001,170.0,0.1047,0.0358
3095,0.8,986.0,Sobol2,0.001,972.0,0.1092,-0.0965
3096,0.8,272.0,Grid1296,0.001,389.0,0.1081,-0.0355
3097,0.8,669.0,Grid2401,0.001,185.0,0.1171,-0.0442
3098,0.8,928.0,Sobol1,0.001,298.0,0.1037,0.017
3099,0.8,530.0,Sobol1,0.001,505.0,0.1055,-0.0387
3100,0.8,272.0,Grid2401,0.001,100.0,0.11,0.0374
3101,0.8,390.0,Grid1296,0.001,211.0,0.1037,0.0476
3102,0.8,669.0,Grid1296,0.001,302.0,0.1062,-0.0006
3103,0.8,986.0,Sobol1,0.001,310.0,0.104,0.009
3104,0.8,272.0,Sobol1,0.001,355.0,0.1052,-0.0298
3105,0.8,996.0,Grid1296,0.001,324.0,0.104,0.0397
3106,0.8,390.0,Sobol2,0.001,340.0,0.1056,-0.0356
3107,0.8,530.0,Sobol2,0.001,322.0,0.1054,-0.0289
3108,0.8,999.0,Sobol1,0.001,983.0,0.1059,-0.0403
3109,0.8,999.0,Sobol2,0.001,577.0,0.1057,-0.0465
3110,0.8,986.0,Grid2401,0.001,132.0,0.12,-0.0896
3111,0.8,272.0,Sobol2,0.001,376.0,0.1039,-0.015
3112,0.8,854.0,Sobol1,0.001,575.0,0.1053,-0.029
3113,0.8,794.0,Grid1296,0.001,279.0,0.1064,-0.018
3114,0.8,936.0,Sobol2,0.001,895.0,0.1063,-0.0701
3115,0.8,816.0,Grid2401,0.001,188.0,0.1202,-0.1105
3116,0.8,968.0,Grid2401,0.001,500.0,0.1194,-0.1059
3117,0.8,996.0,Sobol1,0.001,476.0,0.1047,-0.0147
3118,0.8,390.0,Sobol1,0.001,238.0,0.1048,0.0059
3119,0.8,794.0,Sobol2,0.001,1000.0,0.1069,-0.0282
3120,0.8,759.0,Sobol1,0.001,322.0,0.1036,-0.0074
3121,0.8,633.0,Sobol1,0.001,872.0,0.1058,-0.0498
3122,0.8,936.0,Grid2401,0.001,117.0,0.117,-0.0432
3123,0.8,996.0,Sobol2,0.001,680.0,0.1067,-0.0459
3124,0.8,390.0,Grid2401,0.001,147.0,0.1187,-0.0876
3125,0.8,111.0,Sobol2,0.001,325.0,0.104,0.013
3126,0.8,633.0,Sobol2,0.001,339.0,0.1059,-0.0351
3127,0.8,968.0,Sobol1,0.001,999.0,0.1061,-0.0264
3128,0.8,968.0,Sobol2,0.001,633.0,0.1078,-0.0681
3129,0.8,48.0,Sobol2,0.001,193.0,0.1051,-0.0007
3130,0.8,829.0,Grid2401,0.001,131.0,0.1181,-0.0624
3131,0.8,759.0,Grid1296,0.001,349.0,0.1051,0.0035
3132,0.8,930.0,Grid2401,0.001,156.0,0.117,-0.063
3133,0.8,78.0,Sobol2,0.001,398.0,0.105,-0.0246
3134,0.8,294.0,Grid2401,0.001,211.0,0.121,-0.1138
3135,0.8,725.0,Sobol2,0.001,500.0,0.1038,-0.0154
3136,0.8,731.0,Sobol2,0.001,331.0,0.1059,-0.0363
3137,0.8,634.0,Grid1296,0.001,344.0,0.1052,0.0237
3138,0.8,510.0,Sobol1,0.001,218.0,0.1023,0.0173
3139,0.8,510.0,Sobol2,0.001,666.0,0.1081,-0.0939
3140,0.8,633.0,Grid2401,0.001,108.0,0.118,-0.0389
3141,0.8,562.0,Grid2401,0.001,146.0,0.1151,-0.0077
3142,0.8,222.0,Grid2401,0.001,132.0,0.1163,-0.0288
3143,0.8,222.0,Sobol2,0.001,909.0,0.1083,-0.0764
3144,0.8,582.0,Grid1296,0.001,283.0,0.108,-0.0351
3145,0.8,35.0,Sobol1,0.001,350.0,0.1061,-0.0349
3146,0.8,249.0,Sobol2,0.001,443.0,0.1062,-0.0488
3147,0.8,35.0,Sobol2,0.001,281.0,0.1041,-0.0074
3148,0.8,180.0,Grid2401,0.001,179.0,0.1231,-0.1286
3149,0.8,633.0,Grid1296,0.001,253.0,0.1072,-0.0134
3150,0.8,554.0,Sobol1,0.001,464.0,0.1041,-0.0082
3151,0.8,180.0,Sobol2,0.001,923.0,0.1044,-0.02
3152,0.8,554.0,Sobol2,0.001,782.0,0.1062,-0.0587
3153,0.8,294.0,Sobol1,0.001,370.0,0.1043,-0.019
3154,0.8,78.0,Grid2401,0.001,201.0,0.1191,-0.0869
3155,0.8,725.0,Sobol1,0.001,461.0,0.1063,-0.0326
3156,0.8,731.0,Sobol1,0.001,191.0,0.1032,0.0289
3157,0.8,582.0,Sobol2,0.001,599.0,0.1067,-0.0462
3158,0.8,731.0,Grid2401,0.001,139.0,0.119,-0.0942
3159,0.8,791.0,Grid2401,0.001,131.0,0.1204,-0.1141
3160,0.8,35.0,Grid1296,0.001,221.0,0.1062,0.0225
3161,0.8,634.0,Sobol2,0.001,861.0,0.1039,-0.0025
3162,0.8,928.0,Sobol2,0.001,362.0,0.1039,0.0056
3163,0.8,222.0,Sobol1,0.001,519.0,0.1014,0.0341
3164,0.8,222.0,Grid1296,0.001,246.0,0.1049,0.0351
3165,0.8,582.0,Sobol1,0.001,565.0,0.1043,-0.0264
3166,0.8,249.0,Sobol1,0.001,356.0,0.1043,-0.0175
3167,0.8,791.0,Sobol1,0.001,413.0,0.1059,-0.0295
3168,0.8,180.0,Sobol1,0.001,454.0,0.1051,-0.0197
3169,0.8,791.0,Grid1296,0.001,149.0,0.1047,0.0718
3170,0.8,634.0,Sobol1,0.001,937.0,0.1039,-0.0125
3171,0.8,928.0,Grid2401,0.001,444.0,0.1213,-0.1426
3172,0.8,78.0,Sobol1,0.001,276.0,0.1036,-0.0017
3173,0.8,554.0,Grid2401,0.001,142.0,0.1116,0.034
3174,0.8,180.0,Grid1296,0.001,268.0,0.1041,0.0227
3175,0.8,554.0,Grid1296,0.001,207.0,0.1069,-0.0213
3176,0.8,562.0,Sobol2,0.001,607.0,0.1061,-0.0621
3177,0.8,294.0,Grid1296,0.001,286.0,0.1068,-0.0091
3178,0.8,725.0,Grid2401,0.001,137.0,0.1123,0.0087
3179,0.8,582.0,Grid2401,0.001,138.0,0.1144,-0.009
3180,0.8,731.0,Grid1296,0.001,155.0,0.107,0.019
3181,0.8,791.0,Sobol2,0.001,998.0,0.1037,-0.0111
3182,0.8,35.0,Grid2401,0.001,156.0,0.1181,-0.0696
3183,0.8,928.0,Grid1296,0.001,193.0,0.1067,-0.0087
3184,0.8,854.0,Grid2401,0.001,126.0,0.1151,-0.009
3185,0.8,854.0,Sobol2,0.001,395.0,0.105,-0.0163
3186,0.8,593.0,Sobol2,0.001,859.0,0.1064,-0.0476
3187,0.8,854.0,Grid1296,0.001,712.0,0.107,-0.0274
3188,0.8,562.0,Grid1296,0.001,247.0,0.1081,-0.0378
3189,0.8,78.0,Grid1296,0.001,326.0,0.1075,-0.0266
3190,0.8,294.0,Sobol2,0.001,309.0,0.1046,-0.0206
3191,0.8,725.0,Grid1296,0.001,305.0,0.1069,-0.006
3192,0.8,249.0,Grid2401,0.001,133.0,0.1174,-0.0605
3193,0.8,249.0,Grid1296,0.001,252.0,0.1033,0.0524
3194,0.8,593.0,Sobol1,0.001,400.0,0.1027,0.0158
3195,0.8,510.0,Grid2401,0.001,118.0,0.1159,-0.0329
3196,0.8,510.0,Grid1296,0.001,235.0,0.1076,-0.0146
3197,0.8,593.0,Grid2401,0.001,154.0,0.1212,-0.0949
3198,0.8,593.0,Grid1296,0.001,291.0,0.1072,-0.0078
3199,0.8,634.0,Grid2401,0.001,131.0,0.1211,-0.0936
3200,0.85,678.0,Grid1296,0.001,155.0,0.1096,-0.0342
3201,0.85,237.0,Grid1296,0.001,206.0,0.1097,0.003
3202,0.85,669.0,Sobol1,0.001,263.0,0.1054,-0.0032
3203,0.85,588.0,Sobol1,0.001,808.0,0.108,-0.0326
3204,0.85,490.0,Grid2401,0.001,193.0,0.1222,-0.1093
3205,0.85,395.0,Grid1296,0.001,200.0,0.1072,-0.0164
3206,0.85,877.0,Grid2401,0.001,139.0,0.1183,-0.0798
3207,0.85,711.0,Grid2401,0.001,181.0,0.124,-0.1712
3208,0.85,678.0,Sobol1,0.001,172.0,0.1032,0.0414
3209,0.85,721.0,Sobol1,0.001,459.0,0.1082,-0.0066
3210,0.85,171.0,Sobol1,0.001,451.0,0.108,-0.0387
3211,0.85,237.0,Sobol1,0.001,254.0,0.1051,0.0029
3212,0.85,721.0,Grid2401,0.001,110.0,0.1225,-0.1018
3213,0.85,75.0,Sobol1,0.001,450.0,0.1062,-0.0262
3214,0.85,588.0,Grid1296,0.001,320.0,0.1054,-0.0136
3215,0.85,951.0,Grid2401,0.001,450.0,0.1174,-0.0848
3216,0.85,171.0,Sobol2,0.001,996.0,0.1083,-0.0509
3217,0.85,395.0,Sobol1,0.001,430.0,0.1056,-0.0084
3218,0.85,297.0,Sobol1,0.001,280.0,0.1052,0.0105
3219,0.85,711.0,Sobol2,0.001,247.0,0.1052,0.0127
3220,0.85,678.0,Grid2401,0.001,209.0,0.1191,-0.09
3221,0.85,877.0,Sobol2,0.001,301.0,0.1053,-0.0117
3222,0.85,297.0,Sobol2,0.001,326.0,0.1068,-0.0175
3223,0.85,985.0,Sobol1,0.001,437.0,0.1074,-0.0339
3224,0.85,678.0,Sobol2,0.001,927.0,0.1099,-0.0832
3225,0.85,951.0,Sobol2,0.001,444.0,0.1078,-0.0437
3226,0.85,490.0,Sobol2,0.001,996.0,0.1083,-0.0579
3227,0.85,877.0,Grid1296,0.001,343.0,0.1042,0.0294
3228,0.85,721.0,Grid1296,0.001,182.0,0.1106,-0.055
3229,0.85,147.0,Grid2401,0.001,143.0,0.1223,-0.103
3230,0.85,561.0,Grid2401,0.001,142.0,0.1154,-0.0394
3231,0.85,588.0,Grid2401,0.001,190.0,0.1223,-0.1329
3232,0.85,951.0,Grid1296,0.001,258.0,0.1058,0.0122
3233,0.85,951.0,Sobol1,0.001,898.0,0.1044,0.0145
3234,0.85,490.0,Sobol1,0.001,465.0,0.1076,-0.0449
3235,0.85,395.0,Grid2401,0.001,172.0,0.1203,-0.0967
3236,0.85,297.0,Grid2401,0.001,98.0,0.1112,0.0183
3237,0.85,711.0,Grid1296,0.001,214.0,0.1107,-0.0271
3238,0.85,147.0,Sobol1,0.001,378.0,0.1051,-0.0079
3239,0.85,237.0,Sobol2,0.001,998.0,0.1086,-0.0556
3240,0.85,75.0,Grid2401,0.001,107.0,0.116,-0.048
3241,0.85,490.0,Grid1296,0.001,205.0,0.105,0.022
3242,0.85,395.0,Sobol2,0.001,437.0,0.1084,-0.0556
3243,0.85,297.0,Grid1296,0.001,162.0,0.1081,-0.044
3244,0.85,711.0,Sobol1,0.001,998.0,0.109,-0.0506
3245,0.85,147.0,Grid1296,0.001,381.0,0.1058,-0.0033
3246,0.85,721.0,Sobol2,0.001,271.0,0.1057,-0.0043
3247,0.85,16.0,Sobol1,0.001,541.0,0.1052,-0.0182
3248,0.85,147.0,Sobol2,0.001,397.0,0.1062,-0.0266
3249,0.85,75.0,Sobol2,0.001,624.0,0.1085,-0.048
3250,0.85,561.0,Sobol1,0.001,264.0,0.1062,-0.0064
3251,0.85,561.0,Grid1296,0.001,221.0,0.1061,0.0005
3252,0.85,561.0,Sobol2,0.001,385.0,0.1061,-0.0169
3253,0.85,237.0,Grid2401,0.001,150.0,0.1185,-0.0885
3254,0.85,588.0,Sobol2,0.001,477.0,0.1069,-0.0444
3255,0.85,877.0,Sobol1,0.001,217.0,0.1035,0.0231
3256,0.85,985.0,Grid1296,0.001,365.0,0.1078,-0.0403
3257,0.85,171.0,Grid1296,0.001,909.0,0.1071,-0.021
3258,0.85,171.0,Grid2401,0.001,161.0,0.1202,-0.1234
3259,0.85,985.0,Grid2401,0.001,106.0,0.1168,-0.0395
3260,0.85,16.0,Sobol2,0.001,890.0,0.1099,-0.0633
3261,0.85,985.0,Sobol2,0.001,546.0,0.1087,-0.0471
