,ratio,rndint,dataset,learning_rate,epoch,mape,r2
1339,0.35,791.0,Sobol2,0.001,586.0,0.1004,-0.0314
1340,0.35,510.0,Sobol1,0.001,292.0,0.0925,-0.0123
1341,0.35,759.0,Grid2401,0.001,140.0,0.1277,-0.1119
1342,0.35,928.0,Grid2401,0.001,130.0,0.1272,-0.1093
1343,0.35,554.0,Sobol2,0.001,336.0,0.1013,-0.04
1344,0.35,554.0,Grid2401,0.001,97.0,0.121,-0.0191
1345,0.35,562.0,Grid2401,0.001,108.0,0.1256,-0.0658
1346,0.35,78.0,Sobol1,0.001,329.0,0.0932,-0.0203
1347,0.35,222.0,Sobol1,0.001,235.0,0.0937,-0.0038
1348,0.35,294.0,Sobol2,0.001,335.0,0.1021,-0.0331
1349,0.35,731.0,Sobol2,0.001,648.0,0.102,-0.073
1350,0.35,35.0,Grid1296,0.001,304.0,0.1038,-0.0049
1351,0.35,791.0,Grid2401,0.001,497.0,0.1291,-0.1507
1352,0.35,390.0,Grid2401,0.001,139.0,0.1227,-0.042
1353,0.35,249.0,Grid1296,0.001,210.0,0.1058,-0.0093
1354,0.35,725.0,Sobol1,0.001,214.0,0.0926,-0.0176
1355,0.35,731.0,Sobol1,0.001,487.0,0.0945,-0.0298
1356,0.35,593.0,Grid1296,0.001,288.0,0.1067,-0.0212
1357,0.35,633.0,Grid1296,0.001,661.0,0.1025,0.0293
1358,0.35,854.0,Sobol2,0.001,482.0,0.103,-0.0603
1359,0.35,180.0,Sobol2,0.001,379.0,0.1019,-0.0236
1360,0.35,554.0,Sobol1,0.001,246.0,0.0935,-0.0363
1361,0.35,222.0,Grid1296,0.001,200.0,0.1042,0.017
1362,0.35,78.0,Sobol2,0.001,559.0,0.1007,-0.0274
1363,0.35,510.0,Sobol2,0.001,342.0,0.1024,-0.0499
1364,0.35,582.0,Grid1296,0.001,230.0,0.1023,0.05
1365,0.35,725.0,Sobol2,0.001,303.0,0.1011,-0.0297
1366,0.35,180.0,Grid1296,0.001,262.0,0.1042,0.0034
1367,0.35,791.0,Sobol1,0.001,315.0,0.0954,-0.0447
1368,0.35,180.0,Sobol1,0.001,285.0,0.0924,-0.0299
1369,0.35,928.0,Grid1296,0.001,257.0,0.1078,-0.018
1370,0.35,731.0,Grid1296,0.001,360.0,0.1061,-0.0196
1371,0.35,791.0,Grid1296,0.001,169.0,0.1044,0.0313
1372,0.35,731.0,Grid2401,0.001,256.0,0.1302,-0.1649
1373,0.35,35.0,Sobol2,0.001,514.0,0.101,-0.0476
1374,0.35,930.0,Grid2401,0.001,138.0,0.1324,-0.1759
1375,0.35,78.0,Grid2401,0.001,127.0,0.1276,-0.1023
1376,0.35,294.0,Grid2401,0.001,152.0,0.1237,-0.0646
1377,0.35,582.0,Grid2401,0.001,112.0,0.1288,-0.0813
1378,0.35,249.0,Grid2401,0.001,189.0,0.1228,-0.0462
1379,0.35,180.0,Grid2401,0.001,146.0,0.1319,-0.1611
1380,0.35,854.0,Grid1296,0.001,171.0,0.104,0.0622
1381,0.35,633.0,Grid2401,0.001,211.0,0.1318,-0.1738
1382,0.35,35.0,Grid2401,0.001,196.0,0.1301,-0.1332
1383,0.35,854.0,Grid2401,0.001,110.0,0.1299,-0.115
1384,0.35,78.0,Grid1296,0.001,232.0,0.1077,-0.0232
1385,0.35,249.0,Sobol1,0.001,318.0,0.0927,-0.0342
1386,0.35,634.0,Sobol2,0.001,481.0,0.1023,-0.0374
1387,0.35,562.0,Sobol1,0.001,321.0,0.0915,-0.0241
1388,0.35,222.0,Sobol2,0.001,350.0,0.1,-0.0367
1389,0.35,294.0,Sobol1,0.001,277.0,0.0907,0.0249
1390,0.35,725.0,Grid2401,0.001,197.0,0.1287,-0.1318
1391,0.35,249.0,Sobol2,0.001,482.0,0.1016,-0.0463
1392,0.35,510.0,Grid1296,0.001,237.0,0.1069,-0.0466
1393,0.35,634.0,Grid1296,0.001,181.0,0.1024,0.0314
1394,0.35,593.0,Sobol2,0.001,329.0,0.1016,-0.033
1395,0.35,510.0,Grid2401,0.001,107.0,0.1238,-0.0421
1396,0.35,593.0,Sobol1,0.001,481.0,0.0935,-0.0396
1397,0.35,593.0,Grid2401,0.001,196.0,0.1263,-0.0988
1398,0.35,634.0,Sobol1,0.001,311.0,0.0924,-0.0073
1399,0.35,634.0,Grid2401,0.001,140.0,0.1243,-0.0759
1400,0.4,171.0,Sobol2,0.001,543.0,0.1015,-0.0571
1401,0.4,678.0,Sobol2,0.001,425.0,0.1012,-0.0608
1402,0.4,678.0,Sobol1,0.001,628.0,0.1005,-0.0166
1403,0.4,237.0,Grid2401,0.001,130.0,0.1229,-0.0949
1404,0.4,588.0,Grid1296,0.001,217.0,0.109,-0.0119
1405,0.4,588.0,Sobol2,0.001,961.0,0.1004,-0.0792
1406,0.4,951.0,Sobol2,0.001,329.0,0.1005,-0.0514
1407,0.4,530.0,Sobol1,0.001,330.0,0.0993,-0.0359
1408,0.4,490.0,Grid1296,0.001,177.0,0.1099,-0.0071
1409,0.4,395.0,Grid1296,0.001,305.0,0.1091,-0.0056
1410,0.4,395.0,Sobol2,0.001,411.0,0.1008,-0.0345
1411,0.4,877.0,Grid2401,0.001,234.0,0.1208,-0.0845
1412,0.4,721.0,Grid1296,0.001,255.0,0.1059,0.0492
1413,0.4,171.0,Sobol1,0.001,233.0,0.0993,0.002
1414,0.4,75.0,Sobol1,0.001,322.0,0.1006,-0.0325
1415,0.4,678.0,Grid2401,0.001,133.0,0.1269,-0.171
1416,0.4,395.0,Sobol1,0.001,861.0,0.1015,-0.019
1417,0.4,999.0,Grid1296,0.001,202.0,0.1087,0.0122
1418,0.4,877.0,Sobol2,0.001,391.0,0.1001,-0.0643
1419,0.4,711.0,Grid1296,0.001,189.0,0.1093,0.0257
1420,0.4,711.0,Sobol2,0.001,375.0,0.1015,-0.0485
1421,0.4,75.0,Grid2401,0.001,109.0,0.1209,-0.042
1422,0.4,147.0,Grid2401,0.001,108.0,0.121,-0.0284
1423,0.4,297.0,Sobol1,0.001,416.0,0.0996,-0.0287
1424,0.4,985.0,Grid1296,0.001,179.0,0.1093,-0.0004
1425,0.4,985.0,Grid2401,0.001,107.0,0.1238,-0.0793
1426,0.4,561.0,Grid2401,0.001,140.0,0.1144,0.0033
1427,0.4,561.0,Sobol2,0.001,363.0,0.0992,-0.0496
1428,0.4,237.0,Sobol2,0.001,296.0,0.1001,-0.0173
1429,0.4,588.0,Sobol1,0.001,336.0,0.1001,-0.0261
1430,0.4,721.0,Sobol1,0.001,241.0,0.1,-0.0131
1431,0.4,985.0,Sobol1,0.001,378.0,0.0998,-0.0219
1432,0.4,16.0,Grid1296,0.001,204.0,0.1082,0.0086
1433,0.4,951.0,Sobol1,0.001,480.0,0.1018,-0.0308
1434,0.4,490.0,Grid2401,0.001,147.0,0.1252,-0.0951
1435,0.4,490.0,Sobol2,0.001,280.0,0.1012,-0.0438
1436,0.4,395.0,Grid2401,0.001,101.0,0.1216,-0.0667
1437,0.4,877.0,Sobol1,0.001,593.0,0.1002,-0.0202
1438,0.4,297.0,Sobol2,0.001,324.0,0.1006,-0.0617
1439,0.4,711.0,Sobol1,0.001,364.0,0.0991,0.0045
1440,0.4,985.0,Sobol2,0.001,446.0,0.1015,-0.0741
1441,0.4,147.0,Grid1296,0.001,208.0,0.1109,-0.0367
1442,0.4,721.0,Grid2401,0.001,126.0,0.1243,-0.1083
1443,0.4,711.0,Grid2401,0.001,447.0,0.1278,-0.1895
1444,0.4,171.0,Grid1296,0.001,255.0,0.1058,0.059
1445,0.4,147.0,Sobol1,0.001,346.0,0.0992,-0.0113
1446,0.4,147.0,Sobol2,0.001,284.0,0.1009,-0.0279
1447,0.4,16.0,Grid2401,0.001,98.0,0.1231,-0.057
1448,0.4,561.0,Grid1296,0.001,226.0,0.1107,-0.0431
1449,0.4,16.0,Sobol1,0.001,331.0,0.0991,-0.0193
1450,0.4,561.0,Sobol1,0.001,312.0,0.0998,-0.0106
1451,0.4,237.0,Grid1296,0.001,175.0,0.1113,0.018
1452,0.4,237.0,Sobol1,0.001,231.0,0.1018,-0.0409
1453,0.4,588.0,Grid2401,0.001,146.0,0.1268,-0.1393
1454,0.4,75.0,Sobol2,0.001,516.0,0.1014,-0.0753
1455,0.4,951.0,Grid2401,0.001,190.0,0.1249,-0.1102
1456,0.4,951.0,Grid1296,0.001,737.0,0.1103,-0.0284
1457,0.4,490.0,Sobol1,0.001,234.0,0.0998,-0.004
1458,0.4,877.0,Grid1296,0.001,191.0,0.1082,-0.002
1459,0.4,297.0,Grid1296,0.001,227.0,0.1093,-0.016
1460,0.4,297.0,Grid2401,0.001,186.0,0.1246,-0.118
1461,0.4,721.0,Sobol2,0.001,246.0,0.1007,-0.0248
1462,0.4,75.0,Grid1296,0.001,338.0,0.1108,-0.0339
1463,0.4,678.0,Grid1296,0.001,286.0,0.1092,-0.0219
1464,0.4,171.0,Grid2401,0.001,107.0,0.1277,-0.0985
1465,0.4,669.0,Grid1296,0.001,282.0,0.1094,-0.0096
1466,0.4,986.0,Grid1296,0.001,235.0,0.1105,-0.03
1467,0.4,390.0,Sobol2,0.001,246.0,0.1002,-0.0188
1468,0.4,996.0,Grid1296,0.001,241.0,0.1082,0.0204
1469,0.4,272.0,Grid1296,0.001,200.0,0.1091,-0.0075
1470,0.4,996.0,Sobol2,0.001,659.0,0.101,-0.0629
1471,0.4,999.0,Sobol1,0.001,349.0,0.0982,-0.0129
1472,0.4,530.0,Sobol2,0.001,302.0,0.0999,-0.0512
1473,0.4,633.0,Sobol1,0.001,295.0,0.098,0.0039
1474,0.4,48.0,Grid2401,0.001,157.0,0.1249,-0.1139
1475,0.4,968.0,Sobol2,0.001,398.0,0.099,0.0075
1476,0.4,986.0,Grid2401,0.001,153.0,0.1263,-0.1546
1477,0.4,996.0,Sobol1,0.001,306.0,0.1008,-0.0092
1478,0.4,390.0,Grid1296,0.001,176.0,0.1084,0.0428
1479,0.4,816.0,Grid1296,0.001,269.0,0.1075,0.0238
1480,0.4,996.0,Grid2401,0.001,141.0,0.1236,-0.0936
1481,0.4,111.0,Sobol2,0.001,411.0,0.1021,-0.0419
1482,0.4,968.0,Sobol1,0.001,305.0,0.0987,0.0039
1483,0.4,816.0,Sobol2,0.001,387.0,0.0998,-0.0349
1484,0.4,829.0,Grid1296,0.001,228.0,0.1099,-0.0123
1485,0.4,829.0,Sobol1,0.001,422.0,0.0998,-0.0439
1486,0.4,986.0,Sobol2,0.001,360.0,0.1015,-0.0476
1487,0.4,272.0,Grid2401,0.001,182.0,0.1222,-0.0907
1488,0.4,669.0,Sobol1,0.001,314.0,0.0985,0.0059
1489,0.4,390.0,Sobol1,0.001,270.0,0.1014,-0.0266
1490,0.4,759.0,Grid2401,0.001,151.0,0.1258,-0.1332
1491,0.4,530.0,Grid1296,0.001,239.0,0.113,-0.0601
1492,0.4,669.0,Grid2401,0.001,132.0,0.1276,-0.1741
1493,0.4,111.0,Grid1296,0.001,780.0,0.1094,-0.0174
1494,0.4,936.0,Grid2401,0.001,151.0,0.1265,-0.1383
1495,0.4,936.0,Sobol2,0.001,303.0,0.1002,-0.0316
1496,0.4,272.0,Sobol2,0.001,390.0,0.1017,-0.0471
1497,0.4,968.0,Grid1296,0.001,781.0,0.11,-0.0384
1498,0.4,48.0,Grid1296,0.001,193.0,0.1065,0.0491
1499,0.4,48.0,Sobol1,0.001,335.0,0.1012,-0.0268
1500,0.4,48.0,Sobol2,0.001,502.0,0.1013,-0.0382
1501,0.4,633.0,Grid1296,0.001,294.0,0.108,0.0078
1502,0.4,759.0,Grid1296,0.001,215.0,0.1101,-0.0156
1503,0.4,930.0,Grid1296,0.001,143.0,0.1094,0.0148
1504,0.4,16.0,Sobol2,0.001,979.0,0.1014,-0.0607
1505,0.4,930.0,Sobol1,0.001,316.0,0.0998,-0.0235
1506,0.4,530.0,Grid2401,0.001,224.0,0.1263,-0.1238
1507,0.4,669.0,Sobol2,0.001,555.0,0.1016,-0.0431
1508,0.4,390.0,Grid2401,0.001,124.0,0.1212,-0.0581
1509,0.4,794.0,Grid1296,0.001,160.0,0.1108,-0.016
1510,0.4,999.0,Grid2401,0.001,231.0,0.1262,-0.143
1511,0.4,794.0,Sobol1,0.001,270.0,0.102,-0.0351
1512,0.4,930.0,Sobol2,0.001,438.0,0.1003,-0.0473
1513,0.4,936.0,Grid1296,0.001,359.0,0.1069,0.0335
1514,0.4,794.0,Grid2401,0.001,138.0,0.1226,-0.0604
1515,0.4,999.0,Sobol2,0.001,359.0,0.0981,0.0164
1516,0.4,829.0,Sobol2,0.001,542.0,0.1008,-0.0433
1517,0.4,759.0,Sobol2,0.001,360.0,0.1012,-0.0448
1518,0.4,936.0,Sobol1,0.001,366.0,0.0993,-0.0229
1519,0.4,794.0,Sobol2,0.001,405.0,0.0995,-0.0175
1520,0.4,111.0,Sobol1,0.001,433.0,0.1002,-0.0173
1521,0.4,111.0,Grid2401,0.001,171.0,0.1197,-0.034
1522,0.4,816.0,Sobol1,0.001,322.0,0.0998,-0.0176
1523,0.4,816.0,Grid2401,0.001,151.0,0.13,-0.1591
1524,0.4,968.0,Grid2401,0.001,157.0,0.1241,-0.1018
1525,0.4,986.0,Sobol1,0.001,195.0,0.099,0.0392
1526,0.4,829.0,Grid2401,0.001,120.0,0.1224,-0.0822
1527,0.4,272.0,Sobol1,0.001,270.0,0.0984,-0.0072
1528,0.4,759.0,Sobol1,0.001,297.0,0.1013,-0.0124
1529,0.4,633.0,Grid2401,0.001,151.0,0.1198,-0.0505
1530,0.4,554.0,Grid1296,0.001,406.0,0.1094,-0.0291
1531,0.4,791.0,Sobol2,0.001,420.0,0.0991,-0.0329
1532,0.4,928.0,Grid2401,0.001,95.0,0.1228,-0.0992
1533,0.4,35.0,Grid2401,0.001,104.0,0.1207,-0.0229
1534,0.4,854.0,Grid2401,0.001,111.0,0.1235,-0.0802
1535,0.4,510.0,Grid1296,0.001,217.0,0.1111,-0.043
1536,0.4,180.0,Sobol1,0.001,286.0,0.0987,-0.004
1537,0.4,562.0,Sobol1,0.001,224.0,0.0999,0.0131
1538,0.4,78.0,Sobol1,0.001,271.0,0.0986,0.0153
1539,0.4,554.0,Sobol2,0.001,366.0,0.0996,-0.0376
1540,0.4,222.0,Sobol1,0.001,290.0,0.0995,-0.0165
1541,0.4,562.0,Sobol2,0.001,940.0,0.1002,-0.0658
1542,0.4,510.0,Sobol1,0.001,294.0,0.0991,0.0078
1543,0.4,725.0,Grid2401,0.001,207.0,0.1252,-0.1003
1544,0.4,249.0,Sobol2,0.001,880.0,0.1003,-0.0408
1545,0.4,731.0,Sobol1,0.001,302.0,0.1018,-0.023
1546,0.4,791.0,Sobol1,0.001,309.0,0.0994,0.0126
1547,0.4,731.0,Sobol2,0.001,1000.0,0.1037,-0.0757
1548,0.4,928.0,Grid1296,0.001,175.0,0.1119,-0.0306
1549,0.4,582.0,Sobol2,0.001,497.0,0.1012,-0.0593
1550,0.4,180.0,Sobol2,0.001,364.0,0.1015,-0.0217
1551,0.4,562.0,Grid1296,0.001,152.0,0.1075,0.0478
1552,0.4,35.0,Sobol2,0.001,458.0,0.0994,-0.036
1553,0.4,78.0,Grid1296,0.001,231.0,0.107,0.0397
1554,0.4,854.0,Sobol2,0.001,428.0,0.1018,-0.0433
1555,0.4,180.0,Grid1296,0.001,236.0,0.1078,0.0188
1556,0.4,634.0,Sobol2,0.001,386.0,0.1019,-0.0362
1557,0.4,78.0,Grid2401,0.001,177.0,0.1267,-0.1397
1558,0.4,582.0,Grid1296,0.001,163.0,0.1082,0.0261
1559,0.4,78.0,Sobol2,0.001,373.0,0.1007,-0.031
1560,0.4,725.0,Sobol1,0.001,443.0,0.101,-0.0394
1561,0.4,582.0,Sobol1,0.001,285.0,0.0989,-0.004
1562,0.4,582.0,Grid2401,0.001,110.0,0.1226,-0.046
1563,0.4,725.0,Sobol2,0.001,419.0,0.1004,-0.0297
1564,0.4,593.0,Grid1296,0.001,240.0,0.1132,-0.0669
1565,0.4,930.0,Grid2401,0.001,186.0,0.1233,-0.0864
1566,0.4,854.0,Grid1296,0.001,184.0,0.1073,0.0559
1567,0.4,554.0,Grid2401,0.001,129.0,0.1192,-0.0334
1568,0.4,928.0,Sobol2,0.001,931.0,0.0993,-0.0243
1569,0.4,294.0,Grid1296,0.001,193.0,0.1091,0.006
1570,0.4,593.0,Sobol1,0.001,316.0,0.0993,0.0083
1571,0.4,294.0,Sobol1,0.001,269.0,0.0988,-0.0015
1572,0.4,731.0,Grid1296,0.001,200.0,0.1098,-0.0252
1573,0.4,510.0,Sobol2,0.001,748.0,0.1024,-0.0746
1574,0.4,222.0,Sobol2,0.001,994.0,0.1027,-0.0389
1575,0.4,35.0,Grid1296,0.001,260.0,0.1085,-0.0015
1576,0.4,731.0,Grid2401,0.001,145.0,0.1213,-0.0581
1577,0.4,249.0,Grid2401,0.001,444.0,0.1216,-0.1169
1578,0.4,928.0,Sobol1,0.001,296.0,0.0984,-0.0171
1579,0.4,634.0,Sobol1,0.001,439.0,0.1011,-0.0232
1580,0.4,854.0,Sobol1,0.001,286.0,0.0987,0.0011
1581,0.4,633.0,Sobol2,0.001,414.0,0.1032,-0.029
1582,0.4,554.0,Sobol1,0.001,531.0,0.0998,-0.0332
1583,0.4,222.0,Grid1296,0.001,277.0,0.1099,-0.0272
1584,0.4,593.0,Sobol2,0.001,457.0,0.0999,-0.0379
1585,0.4,562.0,Grid2401,0.001,102.0,0.1229,-0.0529
1586,0.4,725.0,Grid1296,0.001,192.0,0.1103,-0.0245
1587,0.4,222.0,Grid2401,0.001,149.0,0.1228,-0.075
1588,0.4,294.0,Grid2401,0.001,127.0,0.1215,-0.0563
1589,0.4,249.0,Grid1296,0.001,237.0,0.1097,-0.0198
1590,0.4,791.0,Grid1296,0.001,213.0,0.1096,-0.0119
1591,0.4,294.0,Sobol2,0.001,911.0,0.101,-0.029
1592,0.4,249.0,Sobol1,0.001,343.0,0.0992,-0.0097
1593,0.4,35.0,Sobol1,0.001,306.0,0.1017,-0.036
1594,0.4,791.0,Grid2401,0.001,225.0,0.1217,-0.0674
1595,0.4,634.0,Grid1296,0.001,225.0,0.1096,-0.0285
1596,0.4,180.0,Grid2401,0.001,165.0,0.1253,-0.1306
1597,0.4,510.0,Grid2401,0.001,104.0,0.1258,-0.0751
1598,0.4,593.0,Grid2401,0.001,109.0,0.1278,-0.1543
1599,0.4,634.0,Grid2401,0.001,102.0,0.1232,-0.0393
1600,0.45,678.0,Grid1296,0.001,260.0,0.1086,-0.0058
1601,0.45,147.0,Grid2401,0.001,131.0,0.1243,-0.0813
1602,0.45,16.0,Sobol1,0.001,331.0,0.1008,0.0038
1603,0.45,147.0,Grid1296,0.001,325.0,0.1081,0.0085
1604,0.45,561.0,Grid1296,0.001,230.0,0.1065,0.0373
1605,0.45,237.0,Grid1296,0.001,188.0,0.1128,-0.0352
1606,0.45,588.0,Grid2401,0.001,128.0,0.121,-0.0361
1607,0.45,237.0,Sobol2,0.001,866.0,0.0957,-0.04
1608,0.45,951.0,Grid1296,0.001,222.0,0.1091,-0.0139
1609,0.45,951.0,Sobol1,0.001,365.0,0.1036,-0.0169
1610,0.45,490.0,Grid1296,0.001,177.0,0.1073,0.042
1611,0.45,490.0,Sobol1,0.001,310.0,0.1006,0.0126
1612,0.45,395.0,Grid2401,0.001,111.0,0.1199,-0.0326
1613,0.45,171.0,Sobol2,0.001,583.0,0.0954,-0.0791
1614,0.45,877.0,Sobol1,0.001,323.0,0.1009,0.0107
1615,0.45,395.0,Sobol2,0.001,909.0,0.0955,-0.0434
1616,0.45,721.0,Grid2401,0.001,155.0,0.1234,-0.0558
1617,0.45,297.0,Sobol2,0.001,854.0,0.0952,-0.0807
1618,0.45,711.0,Grid2401,0.001,155.0,0.1267,-0.142
1619,0.45,678.0,Sobol1,0.001,937.0,0.102,-0.0131
1620,0.45,721.0,Sobol2,0.001,207.0,0.0951,0.0084
1621,0.45,16.0,Grid1296,0.001,292.0,0.1073,0.0109
1622,0.45,147.0,Sobol1,0.001,257.0,0.1034,-0.0428
1623,0.45,147.0,Sobol2,0.001,267.0,0.0961,-0.0728
1624,0.45,721.0,Sobol1,0.001,255.0,0.1023,-0.0146
1625,0.45,985.0,Grid1296,0.001,233.0,0.107,0.0234
1626,0.45,588.0,Grid1296,0.001,208.0,0.1099,-0.0375
1627,0.45,669.0,Grid1296,0.001,187.0,0.1079,0.0186
1628,0.45,588.0,Sobol2,0.001,420.0,0.0952,-0.0753
1629,0.45,951.0,Grid2401,0.001,140.0,0.1286,-0.1126
1630,0.45,951.0,Sobol2,0.001,293.0,0.0956,-0.0719
1631,0.45,490.0,Grid2401,0.001,130.0,0.1252,-0.068
1632,0.45,75.0,Sobol2,0.001,670.0,0.0949,-0.0651
1633,0.45,395.0,Sobol1,0.001,367.0,0.1035,-0.0154
1634,0.45,297.0,Grid1296,0.001,159.0,0.1103,-0.0189
1635,0.45,877.0,Sobol2,0.001,326.0,0.0941,-0.0657
1636,0.45,297.0,Grid2401,0.001,130.0,0.1233,-0.066
1637,0.45,721.0,Grid1296,0.001,189.0,0.1094,-0.0189
1638,0.45,171.0,Sobol1,0.001,307.0,0.1036,-0.032
1639,0.45,678.0,Grid2401,0.001,134.0,0.1253,-0.121
1640,0.45,297.0,Sobol1,0.001,440.0,0.1012,-0.0086
1641,0.45,711.0,Grid1296,0.001,193.0,0.1095,0.0078
1642,0.45,171.0,Grid2401,0.001,120.0,0.1235,-0.0519
1643,0.45,678.0,Sobol2,0.001,941.0,0.0948,-0.0607
1644,0.45,561.0,Grid2401,0.001,142.0,0.1266,-0.1032
1645,0.45,561.0,Sobol1,0.001,248.0,0.1015,-0.0096
1646,0.45,561.0,Sobol2,0.001,385.0,0.0956,-0.0568
1647,0.45,237.0,Grid2401,0.001,100.0,0.1225,-0.0402
1648,0.45,669.0,Sobol2,0.001,556.0,0.0969,-0.051
1649,0.45,237.0,Sobol1,0.001,313.0,0.1038,-0.0239
1650,0.45,999.0,Sobol1,0.001,527.0,0.1008,-0.0133
1651,0.45,588.0,Sobol1,0.001,410.0,0.102,-0.0165
1652,0.45,669.0,Sobol1,0.001,995.0,0.1016,-0.0139
1653,0.45,395.0,Grid1296,0.001,157.0,0.1104,-0.0193
1654,0.45,490.0,Sobol2,0.001,963.0,0.0958,-0.0529
1655,0.45,877.0,Grid1296,0.001,170.0,0.1046,0.0713
1656,0.45,877.0,Grid2401,0.001,124.0,0.122,-0.0718
1657,0.45,711.0,Sobol1,0.001,231.0,0.1002,0.0188
1658,0.45,985.0,Grid2401,0.001,124.0,0.1212,-0.0356
1659,0.45,985.0,Sobol2,0.001,331.0,0.0964,-0.0507
1660,0.45,75.0,Grid1296,0.001,260.0,0.1114,-0.0443
1661,0.45,171.0,Grid1296,0.001,260.0,0.1103,-0.0367
1662,0.45,75.0,Sobol1,0.001,325.0,0.1016,-0.0185
1663,0.45,985.0,Sobol1,0.001,479.0,0.1025,-0.019
1664,0.45,711.0,Sobol2,0.001,960.0,0.0964,-0.0563
1665,0.45,16.0,Sobol2,0.001,748.0,0.0966,-0.0804
1666,0.45,75.0,Grid2401,0.001,136.0,0.125,-0.1207
1667,0.45,16.0,Grid2401,0.001,140.0,0.1268,-0.1337
1668,0.45,390.0,Sobol1,0.001,258.0,0.1029,-0.0281
1669,0.45,794.0,Sobol2,0.001,499.0,0.0953,-0.0539
1670,0.45,111.0,Sobol1,0.001,268.0,0.1028,-0.0245
1671,0.45,816.0,Grid2401,0.001,218.0,0.1287,-0.1597
1672,0.45,968.0,Grid2401,0.001,132.0,0.1248,-0.069
1673,0.45,986.0,Grid1296,0.001,238.0,0.1055,0.05
1674,0.45,633.0,Grid2401,0.001,95.0,0.1259,-0.081
1675,0.45,48.0,Sobol2,0.001,407.0,0.0963,-0.0579
1676,0.45,829.0,Sobol1,0.001,285.0,0.1016,-0.0316
1677,0.45,996.0,Grid2401,0.001,146.0,0.1234,-0.069
1678,0.45,829.0,Sobol2,0.001,246.0,0.0964,-0.0282
1679,0.45,669.0,Grid2401,0.001,134.0,0.1254,-0.1126
1680,0.45,930.0,Sobol1,0.001,392.0,0.1025,-0.0411
1681,0.45,794.0,Grid1296,0.001,170.0,0.1056,0.0581
1682,0.45,759.0,Grid1296,0.001,196.0,0.1064,0.0406
1683,0.45,999.0,Sobol2,0.001,402.0,0.0949,-0.0426
1684,0.45,936.0,Sobol1,0.001,387.0,0.1012,0.0059
1685,0.45,816.0,Grid1296,0.001,241.0,0.1076,0.0105
1686,0.45,968.0,Grid1296,0.001,292.0,0.1076,0.0018
1687,0.45,48.0,Grid1296,0.001,276.0,0.1081,0.0046
1688,0.45,759.0,Sobol2,0.001,535.0,0.0959,-0.0626
1689,0.45,48.0,Grid2401,0.001,222.0,0.1259,-0.123
1690,0.45,986.0,Grid2401,0.001,136.0,0.1262,-0.1168
1691,0.45,986.0,Sobol1,0.001,970.0,0.1034,-0.0147
1692,0.45,829.0,Grid2401,0.001,119.0,0.1286,-0.1327
1693,0.45,986.0,Sobol2,0.001,356.0,0.0945,-0.0169
1694,0.45,759.0,Sobol1,0.001,169.0,0.1024,0.0162
1695,0.45,530.0,Grid1296,0.001,236.0,0.1068,0.0473
1696,0.45,530.0,Sobol1,0.001,291.0,0.1015,0.0241
1697,0.45,530.0,Sobol2,0.001,636.0,0.0946,-0.0615
1698,0.45,930.0,Grid1296,0.001,242.0,0.108,0.015
1699,0.45,794.0,Grid2401,0.001,155.0,0.1208,-0.028
1700,0.45,936.0,Grid2401,0.001,148.0,0.1302,-0.1624
1701,0.45,111.0,Grid2401,0.001,112.0,0.1231,-0.045
1702,0.45,816.0,Sobol1,0.001,388.0,0.1018,-0.018
1703,0.45,78.0,Grid1296,0.001,181.0,0.1066,0.062
1704,0.45,968.0,Sobol1,0.001,320.0,0.1016,-0.0182
1705,0.45,48.0,Sobol1,0.001,387.0,0.1038,-0.026
1706,0.45,854.0,Sobol1,0.001,510.0,0.1025,-0.0428
1707,0.45,968.0,Sobol2,0.001,668.0,0.0948,-0.0568
1708,0.45,272.0,Grid2401,0.001,143.0,0.1253,-0.0972
1709,0.45,272.0,Sobol2,0.001,522.0,0.0953,-0.0482
1710,0.45,272.0,Grid1296,0.001,214.0,0.1105,-0.0288
1711,0.45,633.0,Sobol1,0.001,592.0,0.1012,-0.0258
1712,0.45,530.0,Grid2401,0.001,459.0,0.1248,-0.1268
1713,0.45,390.0,Grid1296,0.001,845.0,0.1091,-0.0195
1714,0.45,999.0,Grid1296,0.001,258.0,0.1126,-0.0459
1715,0.45,999.0,Grid2401,0.001,105.0,0.1229,-0.0588
1716,0.45,272.0,Sobol1,0.001,269.0,0.1,0.0224
1717,0.45,996.0,Sobol2,0.001,931.0,0.0972,-0.1259
1718,0.45,794.0,Sobol1,0.001,285.0,0.1028,-0.0097
1719,0.45,936.0,Grid1296,0.001,212.0,0.1078,0.0189
1720,0.45,111.0,Grid1296,0.001,228.0,0.1079,0.0231
1721,0.45,936.0,Sobol2,0.001,395.0,0.0943,-0.0636
1722,0.45,390.0,Sobol2,0.001,316.0,0.0934,0.0096
1723,0.45,111.0,Sobol2,0.001,664.0,0.0984,-0.0528
1724,0.45,633.0,Sobol2,0.001,296.0,0.0972,-0.0343
1725,0.45,816.0,Sobol2,0.001,986.0,0.095,-0.0378
1726,0.45,829.0,Grid1296,0.001,256.0,0.1082,-0.0051
1727,0.45,996.0,Grid1296,0.001,242.0,0.1081,0.0066
1728,0.45,930.0,Sobol2,0.001,419.0,0.0956,-0.0321
1729,0.45,996.0,Sobol1,0.001,313.0,0.1035,-0.0194
1730,0.45,759.0,Grid2401,0.001,156.0,0.1258,-0.1002
